Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,LowQualFinSF,Fireplaces,FireplaceQu,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
901,20,RL,NA,7340,IR1,NAmes,1Story,1971,1971,858,0,0,0,NA,0,6,2007,WD,Normal,110000
902,20,RL,64,8712,IR1,NAmes,1Story,1957,2000,1306,0,0,0,NA,0,5,2009,WD,Normal,153000
903,60,RL,63,7875,Reg,Gilbert,2Story,2003,2003,807,702,0,1,Gd,0,7,2006,WD,Normal,180000
904,20,RL,50,14859,IR1,Gilbert,1Story,2006,2006,1670,0,0,1,Gd,0,8,2006,New,Partial,240000
905,20,RL,NA,6173,IR1,Sawyer,1Story,1967,1967,902,0,0,0,NA,0,8,2007,WD,Normal,125500
906,20,RL,80,9920,Reg,NAmes,1Story,1954,1954,1063,0,0,0,NA,0,2,2010,WD,Normal,128000
907,20,RL,116,13501,IR1,Somerst,1Story,2006,2006,1636,0,0,1,Gd,0,6,2007,WD,Normal,255000
908,50,RL,86,11500,IR1,Crawfor,1.5Fin,1936,1987,1020,1037,0,1,Gd,0,6,2006,WD,Normal,250000
909,20,RL,NA,8885,IR1,Mitchel,1Story,1983,1983,902,0,0,0,NA,0,6,2006,WD,Normal,131000
910,60,RL,149,12589,IR2,Gilbert,2Story,2005,2005,742,742,0,1,Gd,0,6,2009,WD,Normal,174000
911,90,RL,80,11600,Reg,NAmes,2Story,1960,1960,1105,1169,0,0,NA,0,1,2010,WD,Normal,154300
912,20,RL,NA,9286,IR1,CollgCr,1Story,1977,1989,1268,0,0,0,NA,0,10,2009,WD,Normal,143500
913,30,RM,51,6120,Reg,BrkSide,1Story,1925,1950,1015,0,0,0,NA,620,7,2006,WD,Abnorml,88000
914,90,RH,82,6270,Reg,Crawfor,2Story,1949,1950,1001,1001,0,0,NA,0,8,2007,WD,Normal,145000
915,160,FV,30,3000,Reg,Somerst,2Story,2009,2009,612,612,0,0,NA,0,6,2009,New,Partial,173733
916,160,RM,21,2001,Reg,MeadowV,2Story,1970,1970,546,546,0,0,NA,0,1,2007,WD,Normal,75000
917,20,C (all),50,9000,Reg,IDOTRR,1Story,1949,1950,480,0,0,0,NA,0,10,2006,WD,Abnorml,35311
918,20,RL,NA,17140,Reg,Edwards,1Story,1956,1956,1229,0,0,0,NA,0,4,2009,WD,Normal,135000
919,60,RL,103,13125,IR1,SawyerW,2Story,1991,1991,912,1215,0,1,TA,0,11,2007,WD,Normal,238000
920,20,RL,87,11029,IR1,NAmes,1Story,1958,2002,1414,0,0,1,TA,0,5,2008,WD,Normal,176500
921,60,RL,70,8462,IR1,SawyerW,2Story,1994,1994,936,785,0,0,NA,0,7,2007,WD,Normal,201000
922,90,RL,67,8777,Reg,Edwards,1.5Fin,1900,2003,1272,928,0,0,NA,0,9,2008,WD,Normal,145900
923,20,RL,65,10237,Reg,Gilbert,1Story,2005,2006,1316,0,0,1,Gd,0,10,2006,New,Partial,169990
924,120,RL,50,8012,Reg,SawyerW,1Story,1993,1994,1617,0,0,1,Fa,0,7,2008,WD,Normal,193000
925,20,RL,79,10240,Reg,NWAmes,1Story,1980,1980,1686,0,0,1,TA,0,5,2006,WD,Normal,207500
926,20,RL,NA,15611,IR1,NWAmes,1Story,1977,1977,1126,0,0,0,NA,0,3,2008,WD,Abnorml,175000
927,60,RL,93,11999,Reg,NridgHt,2Story,2003,2004,1234,1140,0,1,Gd,0,5,2007,WD,Normal,285000
928,60,RL,NA,9900,Reg,NWAmes,2Story,1968,1968,1098,880,0,1,Gd,0,4,2008,WD,Normal,176000
929,20,RL,NA,11838,Reg,CollgCr,1Story,2001,2001,1788,0,0,1,TA,0,6,2009,WD,Normal,236500
930,60,RL,NA,13006,IR1,Gilbert,2Story,1997,1997,993,1243,0,1,TA,0,11,2006,WD,Normal,222000
931,20,RL,73,8925,IR1,Timber,1Story,2007,2007,1466,0,0,0,NA,0,7,2009,WD,Normal,201000
932,20,RL,70,9100,Reg,NAmes,1Story,1965,1965,925,0,0,0,NA,0,7,2009,WD,Normal,117500
933,20,RL,84,11670,IR1,Somerst,1Story,2006,2006,1905,0,0,1,Gd,0,3,2007,WD,Normal,320000
934,20,RL,63,8487,Reg,CollgCr,1Story,2004,2004,1500,0,0,0,NA,0,8,2009,WD,Normal,190000
935,20,RL,313,27650,IR2,NAmes,1Story,1960,2007,2069,0,0,1,Gd,0,11,2008,WD,Normal,242000
936,30,RL,52,5825,IR1,BrkSide,1Story,1926,1953,747,0,0,0,NA,0,6,2006,WD,Normal,79900
937,20,RL,67,10083,Reg,SawyerW,1Story,2003,2003,1200,0,0,0,NA,0,8,2009,WD,Normal,184900
938,60,RL,75,9675,Reg,Somerst,2Story,2005,2005,1113,858,0,1,Gd,0,2,2009,WD,Normal,253000
939,60,RL,73,8760,Reg,CollgCr,2Story,2006,2006,1391,571,0,0,NA,0,8,2006,New,Partial,239799
940,70,RL,NA,24090,Reg,ClearCr,2Story,1940,1950,1207,1196,0,2,TA,0,6,2010,COD,Normal,244400
941,90,RL,55,12640,IR1,Mitchel,1Story,1976,1976,1728,0,0,0,NA,0,7,2006,WD,Normal,150900
942,60,RL,NA,8755,IR1,Gilbert,2Story,1999,1999,1022,1038,0,1,TA,0,6,2009,WD,Normal,214000
943,90,RL,42,7711,IR1,Edwards,1Story,1977,1977,1440,0,0,0,NA,0,8,2007,Oth,Abnorml,150000
944,90,RL,100,25000,Reg,Mitchel,1Story,1967,1967,1632,0,0,0,NA,0,6,2007,WD,Normal,143000
945,20,RL,NA,14375,IR1,Timber,SLvl,1958,1958,1344,0,0,1,Gd,0,1,2009,COD,Abnorml,137500
946,50,RM,98,8820,Reg,OldTown,1.5Fin,1890,1996,1188,561,120,0,NA,0,9,2009,WD,Normal,124900
947,80,RL,70,8163,Reg,NAmes,SLvl,1959,1959,1144,0,0,1,TA,0,3,2006,WD,Normal,143000
948,20,RL,85,14536,Reg,Timber,1Story,2002,2003,1629,0,0,1,Gd,0,11,2007,WD,Normal,270000
949,60,RL,65,14006,IR1,CollgCr,2Story,2002,2002,936,840,0,1,TA,0,2,2006,WD,Normal,192500
950,20,RL,78,9360,Reg,NWAmes,1Story,1972,2006,1381,0,0,1,TA,0,3,2010,WD,Normal,197500
951,20,RL,60,7200,Reg,NAmes,1Story,1950,2002,864,0,0,0,NA,0,7,2007,WD,Normal,129000
952,20,RH,60,7800,Reg,SawyerW,1Story,1965,1965,965,0,0,0,NA,0,7,2006,WD,Abnorml,119900
953,85,RL,60,7200,Reg,CollgCr,SFoyer,1972,2003,768,0,0,0,NA,0,4,2009,WD,Normal,133900
954,60,RL,NA,11075,IR1,Mitchel,2Story,1969,1969,1168,800,0,1,Po,400,9,2008,WD,Normal,172000
955,90,RL,35,9400,IR1,Edwards,SFoyer,1975,1975,980,0,0,0,NA,0,10,2006,WD,AdjLand,127500
956,90,RH,82,7136,IR1,Crawfor,2Story,1946,1950,979,979,0,0,NA,0,8,2007,WD,Normal,145000
957,160,RM,24,1300,Reg,Blueste,2Story,1980,1980,561,668,0,1,TA,0,5,2009,WD,Normal,124000
958,20,RL,70,7420,Reg,Sawyer,1Story,1962,1962,1057,0,0,0,NA,0,4,2007,WD,Normal,132000
959,20,RL,65,8450,Reg,CollgCr,1Story,2003,2003,1337,0,0,0,NA,0,10,2007,WD,Normal,185000
960,160,FV,24,2572,Reg,Somerst,2Story,1999,1999,696,720,0,0,NA,0,5,2010,WD,Normal,155000
961,20,RL,50,7207,IR1,BrkSide,1Story,1958,2008,858,0,0,0,NA,0,2,2010,WD,Normal,116500
962,60,RL,NA,12227,IR1,NWAmes,2Story,1977,1995,1542,1330,0,1,TA,0,7,2008,WD,Normal,272000
963,160,RL,24,2308,Reg,NPkVill,2Story,1976,1976,804,744,0,1,TA,0,7,2007,WD,Normal,155000
964,20,RL,122,11923,IR1,CollgCr,1Story,2007,2007,1800,0,0,0,NA,0,5,2009,WD,Normal,239000
965,60,RL,80,11316,Reg,Timber,2Story,2002,2003,824,1070,0,1,Gd,0,2,2010,WD,Normal,214900
966,60,RL,65,10237,Reg,Gilbert,2Story,2005,2007,783,701,0,1,Gd,0,7,2007,New,Partial,178900
967,50,RL,130,9600,IR1,Crawfor,1.5Fin,1940,1950,976,332,0,2,TA,0,6,2009,WD,Normal,160000
968,20,RL,NA,7390,IR1,NAmes,1Story,1955,1955,1098,0,0,0,NA,0,7,2008,WD,Normal,135000
969,50,RM,50,5925,Reg,OldTown,1.5Fin,1910,1950,600,368,0,0,NA,0,5,2009,WD,Abnorml,37900
970,190,RL,75,10382,Reg,NAmes,SLvl,1958,1958,1095,0,0,0,NA,0,3,2006,ConLD,Normal,140000
971,50,RL,60,10800,Reg,NAmes,1.5Fin,1949,1950,720,472,0,0,NA,0,12,2006,WD,Abnorml,135000
972,160,RL,36,2268,Reg,NridgHt,2Story,2003,2004,764,862,0,0,NA,0,7,2009,WD,Normal,173000
973,120,RL,55,7892,Reg,SawyerW,1Story,1979,1979,918,0,0,1,TA,0,4,2010,WD,Normal,99500
974,20,FV,95,11639,Reg,Somerst,1Story,2007,2008,1428,0,0,0,NA,0,12,2008,New,Partial,182000
975,70,RL,60,11414,IR1,BrkSide,2Story,1910,1993,1136,883,0,0,NA,0,10,2009,WD,Normal,167500
976,160,FV,NA,2651,Reg,Somerst,2Story,2000,2000,673,709,0,0,NA,0,4,2006,WD,Normal,165000
977,30,RL,51,5900,IR1,BrkSide,1Story,1923,1958,869,0,0,0,NA,0,8,2006,WD,Normal,85500
978,120,FV,35,4274,IR1,Somerst,1Story,2006,2007,1241,0,0,0,NA,0,11,2007,New,Partial,199900
979,20,RL,68,9450,Reg,Edwards,1Story,1954,1954,894,0,0,0,NA,0,5,2007,WD,Abnorml,110000
980,20,RL,80,8816,Reg,Sawyer,1Story,1963,1963,1121,0,0,0,NA,0,6,2009,WD,Normal,139000
981,85,RL,NA,12122,IR1,NAmes,SFoyer,1961,2007,999,0,0,0,NA,0,7,2008,WD,Normal,178400
982,60,RL,98,12203,IR1,NoRidge,2Story,1998,1999,1276,1336,0,1,TA,0,7,2009,WD,Normal,336000
983,20,RL,43,3182,Reg,Blmngtn,1Story,2007,2007,1266,0,0,1,Gd,0,3,2008,WD,Normal,159895
984,60,RL,NA,11250,Reg,CollgCr,2Story,2002,2002,1149,1141,0,1,Gd,0,5,2008,WD,Normal,255900
985,90,RL,75,10125,Reg,Mitchel,1.5Fin,1977,1977,1302,432,0,0,NA,0,8,2009,COD,Normal,126000
986,190,RL,68,10880,Reg,Edwards,1Story,1950,1950,1164,0,0,0,NA,0,8,2008,ConLD,Normal,125000
987,50,RM,59,5310,Reg,OldTown,1.5Fin,1910,2003,1001,634,0,0,NA,0,6,2006,WD,Normal,117000
988,20,RL,83,10159,IR1,NridgHt,1Story,2009,2010,1940,0,0,1,Gd,0,4,2010,New,Partial,395192
989,60,RL,NA,12046,IR1,NWAmes,2Story,1976,1976,1118,912,0,1,TA,0,6,2007,WD,Normal,195000
990,60,FV,65,8125,Reg,Somerst,2Story,2006,2006,778,798,0,0,NA,0,8,2006,New,Partial,197000
991,60,RL,82,9452,Reg,NoRidge,2Story,1997,1998,1407,985,0,1,TA,0,6,2006,WD,Normal,348000
992,70,RM,121,17671,Reg,OldTown,2Story,1882,1986,916,826,0,1,Gd,0,11,2009,WD,Normal,168000
993,60,RL,80,9760,Reg,NAmes,2Story,1964,1993,1020,831,0,1,Fa,0,7,2007,WD,Normal,187000
994,60,RL,68,8846,Reg,CollgCr,2Story,2005,2006,750,750,0,0,NA,0,8,2006,New,Partial,173900
995,20,RL,96,12456,Reg,NridgHt,1Story,2006,2007,1718,0,0,1,Gd,0,7,2009,WD,Normal,337500
996,50,RL,51,4712,IR1,BrkSide,1.5Fin,1946,1950,774,456,0,0,NA,0,8,2006,WD,Abnorml,121600
997,20,RL,NA,10659,IR1,NAmes,1Story,1961,1961,1050,0,0,0,NA,0,1,2006,COD,Normal,136500
998,20,RL,NA,11717,IR1,NWAmes,1Story,1970,1970,1442,0,0,1,TA,0,2,2009,WD,Normal,185000
999,30,RM,60,9786,Reg,IDOTRR,1Story,1922,1950,1077,0,0,1,Gd,0,5,2006,WD,Normal,91000
1000,20,RL,64,6762,Reg,CollgCr,1Story,2006,2006,1208,0,0,0,NA,0,2,2010,WD,Normal,206000
1001,20,RL,74,10206,Reg,Edwards,1Story,1952,1952,944,0,0,0,NA,0,7,2009,WD,Normal,82000
1002,30,RL,60,5400,Reg,OldTown,1Story,1920,1950,691,0,0,0,NA,0,1,2007,WD,Abnorml,86000
1003,20,RL,75,11957,IR1,Somerst,1Story,2006,2006,1574,0,0,1,Gd,0,7,2008,WD,Normal,232000
1004,90,RL,NA,11500,IR1,NWAmes,1Story,1976,1976,1680,0,0,0,NA,0,6,2007,WD,Normal,136905
1005,120,RL,43,3182,Reg,Blmngtn,1Story,2005,2006,1504,0,0,1,Gd,0,5,2009,WD,Normal,181000
1006,80,RL,65,8385,Reg,CollgCr,SLvl,1977,1977,985,0,0,0,NA,0,11,2008,WD,Normal,149900
1007,20,RL,NA,12155,IR3,NAmes,1Story,1970,1970,1657,0,0,1,TA,0,3,2007,WD,Normal,163500
1008,160,RM,21,2217,Reg,MeadowV,2Story,1970,1970,546,546,0,0,NA,0,8,2009,WD,Normal,88000
1009,20,RL,43,12118,IR1,Mitchel,1Story,2004,2005,1710,0,0,1,Gd,0,4,2009,WD,Normal,240000
1010,50,RL,60,6000,Reg,SWISU,1.5Fin,1926,1950,1008,0,514,0,NA,0,6,2006,WD,Normal,102000
1011,50,RL,115,21286,Reg,Sawyer,1.5Fin,1948,1950,720,551,0,1,Gd,0,8,2008,WD,Normal,135000
1012,90,RL,75,9825,Reg,Edwards,1Story,1965,1965,1664,0,0,0,NA,0,5,2010,WD,Normal,100000
1013,70,RL,55,10592,Reg,Crawfor,2Story,1923,1996,900,602,0,2,TA,0,8,2007,WD,Normal,165000
1014,30,RM,60,7200,Reg,OldTown,1Story,1910,2006,1022,0,0,0,NA,0,6,2009,WD,Normal,85000
1015,20,RL,60,11664,Reg,NAmes,1Story,1948,1950,1082,0,0,1,Gd,0,11,2007,WD,Normal,119200
1016,60,RL,70,8400,Reg,NWAmes,2Story,2001,2001,810,855,0,0,NA,0,11,2009,WD,Normal,227000
1017,20,RL,73,11883,Reg,CollgCr,1Story,1996,1996,1504,0,0,1,TA,0,6,2009,WD,Normal,203000
1018,120,RL,NA,5814,IR1,StoneBr,1Story,1984,1984,1360,0,0,1,Ex,0,8,2009,COD,Abnorml,187500
1019,80,RL,NA,10784,IR1,Gilbert,SLvl,1991,1992,802,670,0,1,TA,0,5,2007,WD,Normal,160000
1020,120,RL,43,3013,Reg,Blmngtn,1Story,2005,2005,1506,0,0,1,Gd,0,4,2006,WD,Normal,213490
1021,20,RL,60,7024,Reg,Edwards,1Story,2005,2005,1132,0,0,0,NA,0,6,2008,WD,Normal,176000
1022,20,RL,64,7406,Reg,CollgCr,1Story,2006,2006,1220,0,0,0,NA,0,7,2006,New,Partial,194000
1023,50,RM,52,9439,Reg,OldTown,1.5Fin,1930,1950,912,336,0,0,NA,0,3,2007,WD,Normal,87000
1024,120,RL,43,3182,Reg,Blmngtn,1Story,2005,2006,1504,0,0,1,Gd,0,5,2008,WD,Normal,191000
1025,20,RL,NA,15498,IR1,Timber,1Story,1976,1976,2898,0,0,1,Gd,0,5,2008,COD,Abnorml,287000
1026,20,RL,70,7700,Reg,CollgCr,1Story,1972,1972,882,0,0,0,NA,0,3,2007,WD,Normal,112500
1027,20,RL,73,9300,Reg,NAmes,1Story,1960,1960,1264,0,0,2,Gd,0,4,2010,WD,Normal,167500
1028,20,RL,71,9520,IR1,Timber,1Story,2007,2008,1646,0,0,1,Gd,0,4,2008,New,Partial,293077
1029,50,RL,79,9492,Reg,NAmes,1.5Fin,1941,1950,968,408,0,1,Gd,0,4,2007,WD,Normal,105000
1030,160,RM,21,1680,Reg,BrDale,2Story,1972,1972,672,546,0,0,NA,0,5,2006,WD,Normal,118000
1031,190,RH,NA,7082,Reg,SWISU,2Story,1916,1995,948,980,0,0,NA,0,7,2006,WD,Normal,160000
1032,75,RL,102,15863,Reg,SWISU,2.5Fin,1920,1970,1687,998,397,2,TA,0,8,2009,WD,Normal,197000
1033,60,RL,NA,14541,IR1,NoRidge,2Story,1993,1993,1352,1168,0,1,TA,0,11,2006,WD,Abnorml,310000
1034,20,RL,NA,8125,Reg,CollgCr,1Story,2002,2002,1654,0,0,0,NA,0,2,2006,WD,Normal,230000
1035,30,RL,50,6305,Reg,Crawfor,1Story,1938,1950,954,0,0,1,Gd,0,6,2007,WD,Normal,119750
1036,20,RL,NA,11500,IR1,Edwards,1Story,1957,1957,845,0,0,0,NA,0,1,2009,WD,Normal,84000
1037,20,RL,89,12898,IR1,Timber,1Story,2007,2008,1620,0,0,1,Ex,0,9,2009,WD,Normal,315500
1038,60,RL,NA,9240,Reg,CollgCr,2Story,2001,2002,1055,1208,0,1,TA,0,9,2008,WD,Normal,287000
1039,160,RM,21,1533,Reg,MeadowV,2Story,1970,2008,798,546,0,1,TA,0,5,2009,WD,Normal,97000
1040,180,RM,21,1477,Reg,MeadowV,SFoyer,1970,1970,630,0,0,0,NA,0,4,2009,WD,Normal,80000
1041,20,RL,88,13125,Reg,Sawyer,1Story,1957,2000,1803,0,0,1,TA,0,1,2006,WD,Normal,155000
1042,60,RL,NA,9130,Reg,NWAmes,2Story,1966,2000,800,832,0,0,NA,0,7,2008,WD,Normal,173000
1043,120,RL,34,5381,IR1,NridgHt,1Story,2005,2005,1306,0,0,1,Gd,0,8,2009,WD,Normal,196000
1044,60,RL,86,11839,Reg,SawyerW,2Story,1990,1990,1532,797,0,1,Ex,0,5,2008,WD,Normal,262280
1045,20,RL,80,9600,Reg,NWAmes,1Story,1981,1981,2524,0,0,1,Gd,0,7,2009,WD,Normal,278000
1046,20,RL,NA,13680,IR1,Edwards,1Story,1955,1955,1733,0,0,1,Gd,0,6,2009,WD,Normal,139600
1047,60,RL,85,16056,IR1,StoneBr,2Story,2005,2006,1992,876,0,1,Gd,0,7,2006,New,Partial,556581
1048,20,RL,57,9245,IR2,CollgCr,1Story,1994,1995,990,0,0,0,NA,0,2,2008,WD,Normal,145000
1049,20,RL,100,21750,Reg,Mitchel,1Story,1960,2006,1771,0,0,1,TA,0,11,2009,WD,Normal,115000
1050,20,RL,60,11100,Reg,Edwards,1Story,1946,2006,930,0,0,0,NA,0,4,2010,WD,Abnorml,84900
1051,20,RL,73,8993,IR1,Gilbert,1Story,2007,2007,1302,0,0,0,NA,0,8,2007,New,Partial,176485
1052,20,RL,103,11175,IR1,CollgCr,1Story,2007,2007,1316,0,0,1,Gd,0,10,2007,New,Partial,200141
1053,60,RL,100,9500,Reg,NAmes,2Story,1964,1978,1127,850,0,1,TA,0,6,2007,WD,Normal,165000
1054,20,RL,68,8562,Reg,Edwards,1Story,1957,2002,1526,0,0,1,Gd,0,5,2010,WD,Normal,144500
1055,60,RL,90,11367,Reg,CollgCr,2Story,2002,2002,1091,898,0,1,Gd,0,11,2006,WD,Normal,255000
1056,20,RL,104,11361,Reg,NWAmes,1Story,1976,1976,1523,0,0,1,TA,0,5,2008,COD,Abnorml,180000
1057,120,RL,43,7052,IR1,NridgHt,1Story,2005,2005,1364,0,0,1,Gd,0,6,2006,WD,Normal,185850
1058,60,RL,NA,29959,IR2,NoRidge,2Story,1994,1994,979,871,0,1,Gd,0,1,2009,WD,Normal,248000
1059,60,RL,96,11308,IR1,NridgHt,2Story,2008,2008,1130,1054,0,1,Gd,0,7,2009,WD,Normal,335000
1060,50,RL,NA,11275,IR1,Crawfor,1.5Fin,1932,1950,1096,895,0,1,Gd,0,3,2007,WD,Normal,220000
1061,120,RL,41,4920,Reg,StoneBr,1Story,2001,2001,1338,0,0,0,NA,0,4,2010,WD,Normal,213500
1062,30,C (all),120,18000,Reg,IDOTRR,1Story,1935,1950,894,0,0,0,NA,560,8,2008,ConLD,Normal,81000
1063,190,RM,85,13600,Reg,OldTown,2Story,1900,1950,1422,915,0,0,NA,0,9,2007,WD,Normal,90000
1064,30,RM,50,6000,Reg,OldTown,1Story,1925,1980,1103,0,0,1,Gd,0,7,2006,WD,Normal,110500
1065,20,RL,NA,11000,IR1,NAmes,1Story,1966,1966,1154,0,0,1,Po,0,11,2009,WD,Normal,154000
1066,60,RL,80,14000,Reg,ClearCr,2Story,1996,1997,1306,954,0,0,NA,0,4,2010,WD,Normal,328000
1067,60,RL,59,7837,IR1,Gilbert,2Story,1993,1994,799,772,0,1,TA,0,5,2009,WD,Normal,178000
1068,60,RL,80,9760,Reg,NAmes,2Story,1964,1964,798,813,0,0,NA,0,6,2008,WD,Normal,167900
1069,160,RM,42,3964,Reg,MeadowV,2Story,1973,1973,1291,1230,0,1,Gd,0,6,2006,WD,Normal,151400
1070,45,RL,60,9600,Reg,NAmes,1.5Unf,1949,2003,893,0,0,0,NA,0,5,2007,WD,Normal,135000
1071,20,RL,72,10152,Reg,NAmes,1Story,1956,1956,1048,0,0,0,NA,0,6,2007,WD,Normal,135000
1072,60,RL,78,11700,Reg,NWAmes,2Story,1968,1968,829,727,0,0,NA,0,5,2009,WD,Normal,154000
1073,50,RL,50,7585,Reg,Edwards,1.5Fin,1948,1950,1002,454,0,1,TA,0,8,2006,WD,Normal,91500
1074,60,RL,75,7950,IR1,Edwards,2Story,1977,1977,698,728,0,0,NA,0,7,2009,WD,Normal,159500
1075,20,RL,74,8556,Reg,CollgCr,1Story,2006,2006,1240,0,0,0,NA,0,5,2007,WD,Normal,194000
1076,70,RL,75,13125,Reg,Crawfor,2Story,1940,1984,960,780,0,2,Gd,0,7,2007,CWD,Normal,219500
1077,50,RL,60,10800,Reg,OldTown,1.5Fin,1936,1989,1096,370,0,1,TA,500,4,2006,WD,Normal,170000
1078,20,RL,NA,15870,IR1,NAmes,1Story,1969,1969,1096,0,0,0,NA,0,3,2006,WD,Abnorml,138800
1079,120,RM,37,4435,Reg,CollgCr,1Story,2004,2004,848,0,0,1,Gd,0,5,2006,WD,Normal,155900
1080,20,RL,65,8775,Reg,CollgCr,1Story,1994,1994,990,0,0,0,NA,0,4,2007,WD,Normal,126000
1081,20,RL,80,11040,Reg,NWAmes,1Story,1971,2004,1258,0,0,0,NA,0,10,2008,COD,Abnorml,145000
1082,20,RL,75,7500,Reg,Sawyer,1Story,1963,1963,1040,0,0,0,NA,0,6,2010,WD,Normal,133000
1083,20,RL,70,8749,Reg,CollgCr,1Story,2002,2002,1459,0,0,1,Gd,0,9,2007,WD,Normal,192000
1084,20,RL,80,8800,Reg,NAmes,1Story,1964,1964,1251,0,0,2,Gd,700,3,2006,WD,Normal,160000
1085,60,RL,NA,13031,IR2,Gilbert,2Story,1995,1996,691,807,0,1,TA,0,7,2006,WD,Normal,187500
1086,85,RL,73,9069,Reg,SawyerW,SFoyer,1992,1992,996,0,0,0,NA,0,4,2010,WD,Normal,147000
1087,160,RM,NA,1974,Reg,MeadowV,2Story,1973,1973,546,546,0,0,NA,0,5,2010,WD,Normal,83500
1088,60,FV,85,10574,Reg,Somerst,2Story,2005,2006,1082,871,0,1,Gd,0,5,2009,WD,Normal,252000
1089,160,RM,24,2522,Reg,Edwards,2Story,2004,2004,970,739,0,0,NA,0,4,2006,WD,Normal,137500
1090,120,FV,37,3316,IR1,Somerst,1Story,2005,2005,1247,0,0,1,Gd,0,4,2006,WD,Normal,197000
1091,90,RL,60,8544,Reg,NAmes,1Story,1950,1950,1040,0,0,0,NA,0,6,2009,WD,Normal,92900
1092,160,FV,24,2160,Reg,Somerst,2Story,1999,2000,624,628,0,0,NA,0,3,2008,WD,Normal,160000
1093,50,RL,60,8400,Reg,SWISU,1.5Fin,1925,1950,1390,304,0,1,Gd,0,6,2008,WD,Normal,136500
1094,20,RL,71,9230,Reg,NAmes,1Story,1965,1998,1200,0,0,0,NA,0,10,2006,WD,Normal,146000
1095,20,RL,74,5868,Reg,NAmes,1Story,1956,2000,936,0,0,0,NA,0,5,2010,WD,Normal,129000
1096,20,RL,78,9317,IR1,CollgCr,1Story,2006,2006,1314,0,0,1,Gd,0,3,2007,WD,Normal,176432
1097,70,RM,60,6882,Reg,IDOTRR,2Story,1914,2006,773,582,0,0,NA,0,3,2007,WD,Normal,127000
1098,120,RL,NA,3696,Reg,StoneBr,1Story,1986,1986,1088,0,0,0,NA,0,10,2007,WD,Normal,170000
1099,50,RM,50,6000,Reg,BrkSide,1.5Fin,1936,1950,757,567,0,0,NA,0,7,2009,WD,Normal,128000
1100,20,RL,82,11880,IR1,NWAmes,1Story,1978,1978,1601,0,0,1,TA,0,4,2009,COD,Abnorml,157000
1101,30,RL,60,8400,Reg,SWISU,1Story,1920,1950,438,0,0,0,NA,0,1,2009,WD,Normal,60000
1102,20,RL,61,9758,IR1,NAmes,1Story,1971,1971,950,0,0,0,NA,0,7,2007,WD,Normal,119500
1103,20,RL,70,7000,Reg,NAmes,1Story,1960,2002,1134,0,0,0,NA,0,4,2007,WD,Family,135000
1104,20,RL,79,8910,Reg,NAmes,1Story,1959,1959,1194,0,0,1,Fa,0,7,2006,WD,Normal,159500
1105,160,RM,24,2016,Reg,BrDale,2Story,1970,1970,630,672,0,0,NA,0,4,2007,WD,Normal,106000
1106,60,RL,98,12256,IR1,NoRidge,2Story,1994,1995,1500,1122,0,2,TA,0,4,2010,WD,Normal,325000
1107,20,RL,114,10357,IR1,SawyerW,1Story,1990,1991,1442,0,0,1,TA,0,5,2007,WD,Normal,179900
1108,60,RL,168,23257,IR3,Gilbert,2Story,2006,2006,887,1134,0,1,Gd,0,9,2006,New,Partial,274725
1109,60,RL,NA,8063,Reg,Gilbert,2Story,2000,2000,948,742,0,1,TA,0,11,2007,WD,Abnorml,181000
1110,20,RL,107,11362,IR1,NridgHt,1Story,2004,2005,1836,0,0,1,Gd,0,3,2009,WD,Normal,280000
1111,60,RL,NA,8000,Reg,Gilbert,2Story,1995,1996,773,885,0,1,TA,0,6,2008,WD,Normal,188000
1112,60,RL,80,10480,Reg,NWAmes,2Story,1976,1976,1098,866,0,1,Gd,0,9,2008,WD,Normal,205000
1113,20,RL,73,7100,IR1,NAmes,1Story,1957,1957,816,0,0,0,NA,0,7,2006,WD,Normal,129900
1114,20,RL,66,8923,Reg,NAmes,1Story,1953,2006,1008,0,0,0,NA,0,5,2007,WD,Normal,134500
1115,20,RL,90,5400,Reg,OldTown,1Story,1954,2000,833,0,0,0,NA,0,8,2006,WD,Normal,117000
1116,20,RL,93,12085,Reg,NridgHt,1Story,2007,2007,1734,0,0,1,Gd,0,11,2007,New,Partial,318000
1117,80,RL,NA,7750,Reg,Gilbert,SLvl,2002,2002,779,640,0,1,TA,0,3,2009,WD,Normal,184100
1118,20,RL,57,9764,IR1,Sawyer,1Story,1967,2003,894,0,0,0,NA,0,5,2008,WD,Normal,130000
1119,80,RL,85,13825,Reg,Sawyer,SLvl,1958,1987,1021,580,0,0,NA,0,12,2008,WD,Normal,140000
1120,20,RL,70,7560,Reg,NAmes,1Story,1959,1959,1040,0,0,0,NA,0,7,2006,WD,Normal,133700
1121,30,RM,59,8263,Reg,IDOTRR,1Story,1920,1950,1012,0,0,1,Gd,0,5,2007,WD,Normal,118400
1122,20,RL,84,10084,Reg,CollgCr,1Story,2005,2006,1552,0,0,0,NA,0,7,2006,New,Partial,212900
1123,20,RL,NA,8926,IR1,Edwards,1Story,1956,1956,960,0,0,0,NA,0,10,2009,COD,Abnorml,112000
1124,20,RL,50,9405,Reg,Edwards,1Story,1947,2008,698,0,0,0,NA,0,6,2009,WD,Normal,118000
